Time,Model,acc_7,acc_5,acc_2,F1_score,Corr,MAE
2025/05/15 01:55:01 - ,LGHF,"(54.69, 0.0)","(56.80, 0.0)","(85.95, 0.0)","(85.91, 0.0)","(76.84, 0.0)","(53.33, 0.0)"
