Time,Model,acc_7,acc_5,acc_2,F1_score,Corr,MAE
2026/05/13 01:21:46 - ,LGHF,"(46.67, 0.0)","(54.52, 0.0)","(86.37, 0.0)","(86.35, 0.0)","(79.03, 0.0)","(72.33, 0.0)"
